Geneid;Length;CBB;DZX;GCY;YXH;XCY;XZY;Control_ZCY;Control_ZJC;Control_QZY
ENSG00000236948;1095;3;1;0;1;0;1;0;0;1
ENSG00000270850;341;0;0;0;0;0;0;0;0;0
ENSG00000053372;2556;517;466;447;408;432;427;709;880;899
ENSG00000287510;1077;0;2;0;0;0;1;0;4;0
ENSG00000126067;4528;946;833;892;775;787;821;1258;1644;1594
ENSG00000274944;3251;4;2;0;1;1;2;1;0;0
ENSG00000066136;5990;923;1023;926;981;1021;1126;1200;1295;1285
ENSG00000132906;5269;1070;716;689;587;747;869;589;502;535
ENSG00000286668;1354;0;1;0;1;0;0;0;0;0
ENSG00000197312;12178;541;457;548;531;487;519;420;363;208
ENSG00000284748;1326;3;4;1;2;3;0;2;0;1
ENSG00000272078;7923;2;6;3;6;0;3;6;13;3
ENSG00000173660;1341;996;1054;1077;869;975;1008;1483;1445;2839
ENSG00000224592;684;8;4;5;6;2;4;14;7;3
ENSG00000233728;700;0;0;0;0;0;0;0;0;0
ENSG00000230451;145;0;0;0;0;0;0;0;1;0
ENSG00000215893;499;5;8;3;8;6;7;4;0;0
ENSG00000231606;1549;0;2;1;2;0;0;2;1;0
ENSG00000215900;252;0;0;0;0;0;0;0;0;0
ENSG00000092847;13890;2015;1746;2041;1843;1942;1817;2009;2274;1081
ENSG00000284632;1240;0;0;0;1;0;0;2;1;0
ENSG00000204510;1660;0;0;0;0;0;0;0;1;1
ENSG00000241014;1887;25;26;28;10;21;19;24;6;9
ENSG00000054118;4720;4347;3792;5025;3987;4365;4297;4838;5713;3598
ENSG00000254553;3447;0;4;3;2;5;6;2;0;1
ENSG00000230415;513;166;110;157;83;95;79;24;35;13
ENSG00000177181;10638;76;80;121;105;30;60;208;242;87
ENSG00000284653;2013;0;0;0;0;0;0;0;0;0
ENSG00000237749;253;0;2;0;1;0;0;2;0;0
ENSG00000224863;1764;1;0;0;1;0;0;4;0;0
ENSG00000276747;2396;1;0;0;1;0;0;0;4;4
ENSG00000284705;2694;0;0;0;0;0;0;2;1;0
ENSG00000287828;728;1;1;4;5;1;2;0;5;1
ENSG00000228776;454;0;0;0;0;0;0;0;0;0
ENSG00000236009;761;0;0;0;0;0;0;0;0;0
ENSG00000228526;8702;369;114;441;115;126;144;231;91;110
ENSG00000159339;2971;3;5;1;4;1;1;12;11;8
ENSG00000284678;673;0;0;0;1;0;2;0;2;0
ENSG00000162373;2142;41;92;78;98;66;81;114;180;183
ENSG00000223814;407;0;0;0;0;0;0;0;0;0
ENSG00000197982;2231;766;493;581;482;469;380;729;1067;1797
ENSG00000225158;238;0;1;0;0;0;0;0;0;0
ENSG00000261781;2471;0;0;0;0;0;0;0;0;0
ENSG00000183317;8152;618;609;688;630;465;596;348;585;381
ENSG00000250894;1371;1;0;0;0;0;1;0;3;0
ENSG00000232022;2476;10;14;11;2;9;10;12;5;5
ENSG00000183386;2004;101;106;91;119;29;71;213;322;247
ENSG00000284743;674;0;0;0;0;0;0;0;0;0
ENSG00000229528;471;0;3;2;2;0;0;1;2;3
ENSG00000158315;2826;164;58;41;31;71;32;52;12;40
ENSG00000232514;474;0;0;0;0;0;0;0;0;0
ENSG00000229213;154;1;0;0;0;0;0;0;0;0
ENSG00000243749;922;2;1;1;1;0;2;2;1;2
ENSG00000204084;8930;405;374;414;420;371;447;430;655;371
ENSG00000286064;339;16;15;16;22;17;8;24;26;1
ENSG00000235358;2252;8;5;7;8;2;3;2;4;2
ENSG00000186973;843;23;5;4;12;6;8;1;5;4
ENSG00000233118;265;0;0;0;0;0;0;0;0;0
ENSG00000271806;4196;8;12;6;10;16;7;2;1;0
ENSG00000142698;3339;1;0;2;1;0;0;7;10;0
ENSG00000272084;3402;86;33;41;18;48;44;49;26;16
ENSG00000146463;7905;2327;2265;2664;2504;2754;2733;2017;1767;1741
ENSG00000279214;950;2;1;0;2;0;0;2;0;0
ENSG00000183520;3381;256;228;250;210;193;191;271;422;382
ENSG00000271164;483;0;0;0;0;0;0;0;0;0
ENSG00000090686;9497;2043;1596;2016;1798;1978;1726;1638;1547;1280
ENSG00000085998;6189;2213;2239;2549;1934;2192;2415;3179;3179;3362
ENSG00000271741;3099;4;0;1;0;1;0;1;0;0
ENSG00000226957;649;0;0;2;1;0;1;0;0;0
ENSG00000211454;2768;47;38;45;41;33;31;18;27;6
ENSG00000214141;1892;2;2;2;2;1;1;5;2;5
ENSG00000142686;3049;224;171;190;159;86;182;373;487;336
ENSG00000224751;1312;10;5;11;6;10;13;4;0;0
ENSG00000286597;573;0;1;1;0;0;1;1;2;1
ENSG00000279096;2669;1;0;1;1;0;1;0;4;0
ENSG00000227857;339;1;3;0;1;0;1;3;13;1
ENSG00000213987;313;2;1;0;0;0;0;1;0;0
ENSG00000117148;1844;48;39;27;62;2;25;113;243;60
ENSG00000230585;811;3;1;2;2;2;6;0;4;1
ENSG00000127125;3412;400;350;445;310;350;346;500;433;654
ENSG00000197429;3708;514;382;551;498;475;474;597;556;495
ENSG00000117000;6232;1088;1200;1112;1422;1305;1366;954;833;962
ENSG00000284989;4037;0;0;0;0;0;0;0;0;0
ENSG00000178585;3339;526;463;445;415;407;428;764;1197;783
ENSG00000231630;429;0;6;3;8;1;1;10;12;2
ENSG00000092853;9591;44;32;40;44;13;22;63;84;38
ENSG00000255811;560;0;0;0;0;0;0;0;0;0
ENSG00000236253;3164;7;8;1;11;1;4;22;30;13
ENSG00000198754;1826;2;4;12;5;2;0;3;7;10
ENSG00000134697;5747;1018;667;721;725;595;628;659;610;581
ENSG00000187513;1716;87;76;55;43;50;47;53;87;108
ENSG00000278139;1553;0;0;0;0;0;0;0;0;0
ENSG00000238145;1192;0;0;0;2;0;0;0;0;0
ENSG00000225142;436;0;0;0;0;1;1;0;0;0
ENSG00000230138;933;5;0;2;4;0;0;1;2;3
ENSG00000230116;755;1;4;3;1;2;1;1;0;0
ENSG00000223390;762;4;3;7;6;8;4;2;0;0
ENSG00000285823;1431;0;0;0;0;0;0;0;0;0
ENSG00000284720;1521;0;0;0;0;0;0;0;0;0
ENSG00000225028;1807;3;1;2;3;0;1;8;4;2
ENSG00000286640;1348;0;1;0;0;0;0;1;0;1
ENSG00000225671;595;0;0;0;0;0;0;0;0;0
ENSG00000116151;11337;193;142;176;104;141;146;93;135;102
ENSG00000226147;1301;2;1;0;0;1;1;0;1;0
ENSG00000182873;1734;139;169;83;126;118;102;102;119;41
ENSG00000286518;2784;0;0;0;1;5;2;1;12;0
ENSG00000178715;438;15;16;22;26;37;32;10;18;4
ENSG00000284641;1340;0;0;1;0;0;0;1;0;2
ENSG00000006555;6111;5;27;6;18;15;31;17;45;20
ENSG00000236111;681;0;0;0;0;0;0;0;0;0
ENSG00000066056;6705;187;267;274;212;260;253;244;259;153
ENSG00000214114;2773;234;223;195;239;175;174;279;371;237
ENSG00000173436;5480;183;170;169;181;190;167;229;236;157
ENSG00000116544;4042;39;83;54;109;12;36;243;348;113
ENSG00000231900;1309;0;0;0;0;0;0;0;0;0
ENSG00000236723;1227;6;6;5;6;1;3;2;7;4
ENSG00000204060;2398;559;573;722;629;668;737;913;730;793
ENSG00000232467;601;0;0;0;1;0;0;0;0;0
ENSG00000186094;7504;12;12;15;15;5;16;26;27;20
ENSG00000117016;7259;151;515;545;598;1017;661;784;647;399
ENSG00000270241;434;0;0;0;0;0;0;0;0;0
ENSG00000121310;11572;5320;2869;3508;2372;2779;3296;2565;1273;883
ENSG00000169213;12780;33;162;314;185;182;245;253;133;92
ENSG00000229846;793;0;1;0;0;0;1;0;0;0
ENSG00000163866;10337;427;275;304;294;294;268;405;513;466
ENSG00000225779;370;3;4;2;6;7;2;0;2;0
ENSG00000236546;785;0;0;0;1;0;0;0;2;0
ENSG00000233114;226;2;0;1;0;0;3;0;0;0
ENSG00000228436;2004;36;36;27;15;26;15;11;15;16
ENSG00000284601;1733;0;0;0;1;1;3;0;3;1
ENSG00000049249;6354;1;8;2;6;0;7;0;14;5
ENSG00000284719;1744;3;2;5;1;2;3;4;1;3
ENSG00000237130;370;1;2;0;0;1;0;0;0;0
ENSG00000171793;11164;638;438;264;432;225;262;589;983;427
ENSG00000116990;5063;10;18;30;24;3;14;62;67;37
ENSG00000143001;1256;3;2;4;3;2;4;17;15;12
ENSG00000229716;369;0;0;0;2;1;1;0;0;0
ENSG00000236876;135;0;1;2;0;2;0;0;0;1
ENSG00000226133;1477;0;0;0;0;2;0;0;0;0
ENSG00000227416;429;5;1;2;2;2;5;0;0;1
ENSG00000232335;539;0;0;0;0;0;0;0;0;0
ENSG00000260971;7878;7;8;5;7;7;11;5;2;6
ENSG00000274386;4373;14;18;12;8;13;7;17;27;13
ENSG00000259832;196;0;0;0;0;0;0;0;0;0
ENSG00000284696;3511;0;0;0;3;0;0;1;0;0
ENSG00000238242;1259;0;0;0;0;0;0;0;0;0
ENSG00000285839;1986;1;0;0;0;1;0;0;0;0
ENSG00000237290;2573;0;0;0;0;0;0;0;0;0
ENSG00000232762;752;45;18;12;16;27;30;6;10;2
ENSG00000117419;2785;957;725;753;712;672;652;1231;1493;1581
ENSG00000162384;4504;792;786;700;584;736;721;683;713;869
ENSG00000162391;2006;57;72;48;52;58;57;14;31;6
ENSG00000174348;4899;1341;135;569;209;140;255;333;376;702
ENSG00000154198;1598;0;1;0;1;0;0;0;2;0
ENSG00000117859;10273;3408;3269;3914;3086;3630;3594;2729;2246;2254
ENSG00000228121;819;0;0;0;1;0;0;0;0;0
ENSG00000253313;1522;3;2;1;0;0;3;2;1;0
ENSG00000040487;2686;488;207;277;172;229;229;305;401;350
ENSG00000162396;2356;240;183;221;171;144;176;277;320;308
ENSG00000203995;4694;57;57;28;72;12;30;136;194;53
ENSG00000227742;2704;25;20;27;21;18;15;10;8;3
ENSG00000117713;15939;4589;3977;4277;4573;4780;4780;4182;4883;1710
ENSG00000230114;566;0;0;0;0;0;0;0;0;0
ENSG00000177868;1353;124;201;157;188;154;184;329;314;394
ENSG00000284686;2655;1;2;5;3;5;2;1;0;0
ENSG00000162378;8206;2244;1655;2220;1885;2111;1964;2225;2127;1946
ENSG00000233079;3391;4;0;4;3;1;1;1;2;0
ENSG00000162599;55886;4493;4075;5349;4768;5522;5639;3921;4224;3141
ENSG00000259818;3591;3;4;7;4;3;4;4;1;1
ENSG00000229444;469;2;4;3;4;1;3;7;0;1
ENSG00000240563;3831;88;165;127;173;11;78;220;172;41
ENSG00000234318;447;1;1;1;0;0;0;0;1;1
ENSG00000284773;3163;34;14;30;23;24;21;9;18;2
ENSG00000234481;778;0;0;0;0;0;0;0;0;0
ENSG00000117862;2864;205;252;396;257;273;273;407;329;395
ENSG00000162551;2980;72;173;119;188;8;62;441;519;185
ENSG00000235612;731;0;0;0;0;0;0;0;0;0
ENSG00000228369;391;9;2;13;6;12;8;2;7;0
ENSG00000183431;3894;1026;1038;1076;935;915;1064;1379;1805;1585
ENSG00000227485;359;0;0;0;0;0;0;0;0;0
ENSG00000224609;7581;5;8;14;11;12;13;6;7;3
ENSG00000235545;1228;23;11;19;24;18;17;31;26;11
ENSG00000236646;270;0;0;2;1;2;1;0;0;0
ENSG00000169174;5711;13;25;7;32;1;18;84;95;43
ENSG00000288527;79;0;0;0;0;0;0;0;0;0
ENSG00000231252;4298;2;2;0;3;1;2;0;2;0
ENSG00000232198;607;0;0;0;0;0;0;0;0;0
ENSG00000236180;421;1;0;1;1;0;1;1;0;0
ENSG00000231622;171;2;0;0;0;0;0;2;0;0
ENSG00000238063;3673;0;0;0;3;0;3;1;0;0
ENSG00000235804;427;0;0;0;0;0;0;0;0;0
ENSG00000227104;430;0;0;0;0;0;0;0;0;0
ENSG00000243725;3488;32;19;15;20;20;26;24;20;29
ENSG00000116985;4826;190;92;118;73;114;71;100;55;43
ENSG00000134716;2973;22;26;20;17;10;48;20;34;43
ENSG00000171872;3160;2;2;2;1;2;4;5;16;4
ENSG00000162407;5272;2551;2038;3016;1994;1837;2321;1349;2926;2237
ENSG00000285079;2316;0;0;1;0;0;0;0;0;0
ENSG00000169218;3058;3;6;13;6;23;17;7;12;13
ENSG00000163877;5718;614;525;670;557;515;521;837;1222;874
ENSG00000228929;455;7;3;8;7;7;7;5;6;14
ENSG00000224570;1797;1;0;0;3;0;0;0;0;0
ENSG00000224980;433;4;0;1;0;2;0;2;0;0
ENSG00000185031;1480;8;17;39;31;48;39;5;8;0
ENSG00000278967;1819;5;2;5;3;11;6;0;2;0
ENSG00000157184;10089;476;273;338;300;244;278;350;486;395
ENSG00000272491;1674;9;6;4;12;3;8;2;6;2
ENSG00000198815;6896;2006;1655;1812;1704;1870;1924;1820;1950;1451
ENSG00000134744;16199;2616;2304;2533;2626;2870;2981;1568;1247;1171
ENSG00000226883;767;4;2;1;5;2;2;2;0;1
ENSG00000162437;6070;235;169;183;186;147;227;113;200;169
ENSG00000233910;721;0;0;1;0;6;0;0;2;0
ENSG00000287703;1426;0;0;0;1;0;0;0;0;0
ENSG00000283039;3159;1;4;2;4;0;1;9;8;2
ENSG00000229032;342;0;0;0;0;0;0;0;0;0
ENSG00000229294;512;0;0;0;0;0;0;0;0;0
ENSG00000184292;1820;7;187;80;309;108;180;223;83;479
ENSG00000187140;2562;3;9;2;9;8;5;4;14;4
ENSG00000226754;1941;29;26;19;22;20;15;31;28;19
ENSG00000228431;386;5;7;4;11;5;7;1;0;0
ENSG00000279324;1901;0;0;1;0;0;0;1;0;0
ENSG00000232993;467;0;0;0;0;0;0;0;0;0
ENSG00000234088;405;0;1;0;0;0;0;0;0;0
ENSG00000186409;25206;223;147;162;167;186;173;91;70;47
ENSG00000236973;1000;1;1;1;1;8;2;0;0;0
ENSG00000162595;2049;278;67;81;65;49;104;72;94;159
ENSG00000227947;1461;0;2;0;1;0;0;1;0;0
ENSG00000277397;718;0;0;0;1;0;0;0;0;0
ENSG00000271200;427;6;2;6;4;8;12;0;1;2
ENSG00000235446;1017;0;0;0;0;0;0;0;0;0
ENSG00000261196;121;0;0;0;0;0;0;0;0;0
ENSG00000224209;7361;0;0;1;3;1;3;0;7;0
ENSG00000171357;1849;57;55;71;61;87;87;107;80;77
ENSG00000237853;842;16;9;15;17;13;16;0;6;0
ENSG00000162385;1363;333;307;349;242;318;295;355;307;511
ENSG00000231413;292;0;0;2;0;0;0;0;0;0
ENSG00000234264;1247;0;0;1;1;1;0;0;1;1
ENSG00000242391;380;0;0;0;4;0;1;0;2;1
ENSG00000086015;8062;1579;1367;1204;1387;968;1245;1511;2480;1162
ENSG00000223883;6152;0;1;0;2;0;0;0;2;0
ENSG00000284808;2442;1;0;1;0;1;0;0;0;0
ENSG00000184588;8930;168;30;24;29;23;30;61;57;60
ENSG00000242267;2010;6;6;2;5;3;6;0;3;1
ENSG00000237227;307;0;0;0;0;0;0;0;0;0
ENSG00000117472;2370;17;52;58;42;59;53;75;46;42
ENSG00000275350;585;0;0;0;1;0;0;0;0;0
ENSG00000116652;3555;25;20;31;37;41;28;4;9;0
ENSG00000203605;823;0;0;0;0;0;0;0;0;0
ENSG00000123080;3018;71;60;46;65;48;81;67;204;227
ENSG00000177452;584;0;1;0;0;1;1;0;0;0
ENSG00000285778;3776;0;0;0;0;0;0;1;0;0
ENSG00000077549;19094;3672;2911;2852;2633;2997;3229;3832;4486;4673
ENSG00000233407;250;0;0;0;0;0;0;0;0;0
ENSG00000225675;567;106;62;93;59;97;93;51;29;16
ENSG00000237622;337;0;0;0;0;0;1;0;0;0
ENSG00000162598;4422;1;5;0;6;2;2;14;4;3
ENSG00000280317;301;0;0;1;0;0;0;0;0;0
ENSG00000162415;6095;2058;2805;2243;2507;3095;2814;2006;2395;1961
ENSG00000229133;582;0;0;0;0;0;0;0;0;0
ENSG00000185483;6720;253;192;179;177;161;247;100;142;234
ENSG00000162600;3718;259;271;270;290;290;301;251;176;154
ENSG00000116704;6193;915;751;849;804;931;847;807;813;585
ENSG00000225623;514;0;2;0;0;0;0;0;0;0
ENSG00000261213;1410;1;1;0;2;0;2;0;7;0
ENSG00000227644;280;0;0;0;0;0;0;0;0;0
ENSG00000157193;19668;5016;2762;2788;2437;3427;2634;1832;1404;750
ENSG00000116205;12168;468;390;451;351;414;336;370;308;289
ENSG00000198841;1708;86;93;143;87;138;147;169;183;204
ENSG00000116212;2164;594;365;386;356;207;310;720;878;920
ENSG00000234204;458;1;0;0;0;0;0;0;2;0
ENSG00000116729;4459;781;748;968;1029;570;775;1140;1256;1465
ENSG00000224127;670;0;1;1;1;0;0;0;0;0
ENSG00000233099;377;0;0;0;0;0;0;0;0;0
ENSG00000233994;608;4;0;1;3;0;1;1;1;2
ENSG00000237180;267;0;0;0;0;0;0;0;0;0
ENSG00000223956;2203;6;11;5;5;9;4;3;0;0
ENSG00000213561;766;7;2;8;6;4;4;11;1;3
ENSG00000234496;223;0;0;0;0;0;0;0;0;0
ENSG00000233973;5534;0;2;1;2;0;1;0;0;0
ENSG00000237552;448;0;0;0;0;0;0;1;0;0
ENSG00000132854;6814;14;31;25;57;11;32;123;202;44
ENSG00000227556;107;1;0;0;0;0;0;0;0;0
ENSG00000162616;3702;1014;747;1098;984;852;1010;945;518;734
ENSG00000271355;465;0;0;0;0;0;0;0;0;0
ENSG00000162607;3869;945;1051;1213;1145;987;1115;1240;1198;904
ENSG00000233602;619;27;14;7;19;31;20;5;1;0
ENSG00000233271;428;0;0;0;0;0;0;0;0;0
ENSG00000285954;886;3;0;0;2;0;3;2;3;0
ENSG00000233333;757;1;3;1;1;2;3;0;10;0
ENSG00000154027;6948;54;72;34;95;29;42;131;234;68
ENSG00000234108;331;0;0;0;0;0;0;0;0;0
ENSG00000232676;1124;0;0;0;0;1;0;0;0;0
ENSG00000225167;295;0;0;0;0;0;0;0;0;0
ENSG00000132122;5938;230;137;194;154;140;153;118;90;109
ENSG00000213579;457;0;0;0;0;0;0;0;0;0
ENSG00000137960;3904;378;276;602;321;410;520;493;333;350
ENSG00000227288;1675;4;1;3;6;5;3;1;6;0
ENSG00000237852;423;0;0;0;0;0;0;0;0;0
ENSG00000116745;2605;2;2;0;1;0;1;0;0;1
ENSG00000132855;3371;7;5;6;6;9;9;5;2;1
ENSG00000285407;2810;0;2;0;2;0;3;0;1;2
ENSG00000272506;618;3;15;27;24;49;41;11;7;0
ENSG00000172380;4715;1484;1187;1554;1284;1107;1465;2127;1785;1753
ENSG00000286429;1206;2;0;5;1;1;1;0;4;0
ENSG00000272855;463;0;0;1;0;0;0;0;0;0
ENSG00000270549;238;0;0;0;0;1;0;0;0;0
ENSG00000237163;303;0;0;0;0;0;0;0;2;0
ENSG00000234184;962;0;3;2;6;2;0;4;9;3
ENSG00000229636;1491;0;0;0;1;0;0;0;5;0
ENSG00000116675;6958;77;90;83;107;58;97;138;135;97
ENSG00000224149;2203;1;0;0;2;0;0;1;0;0
ENSG00000162433;7578;823;172;395;166;79;124;363;283;392
ENSG00000213625;5237;2161;1802;2521;1669;1834;2091;2032;1813;2251
ENSG00000085999;4078;70;41;49;72;20;28;87;97;40
ENSG00000227207;358;0;0;0;0;0;0;0;0;0
ENSG00000227016;1382;0;1;0;1;5;2;0;0;0
ENSG00000236200;4217;85;80;68;85;89;82;33;57;12
ENSG00000233664;321;0;0;0;0;0;1;0;1;0
ENSG00000237928;6214;3;13;8;12;3;3;11;25;19
ENSG00000158966;7022;334;416;469;400;339;486;317;416;353
ENSG00000284882;1183;12;14;17;14;15;11;7;19;17
ENSG00000213703;546;3;3;2;5;3;6;3;1;3
ENSG00000203965;5704;191;214;193;209;183;197;161;118;145
ENSG00000223479;819;0;0;0;0;0;0;0;0;3
ENSG00000234953;643;1;2;1;2;4;2;0;0;0
ENSG00000233674;271;7;8;10;11;17;9;5;7;2
ENSG00000153898;3442;7;12;37;14;4;5;22;30;9
ENSG00000233290;7213;1;1;0;1;3;5;1;2;0
ENSG00000117069;6059;72;17;15;17;8;12;7;26;8
ENSG00000229943;339;0;0;0;0;0;1;0;0;0
ENSG00000187048;3890;0;0;0;1;0;1;0;0;1
ENSG00000286918;1791;10;18;11;26;17;25;1;2;4
ENSG00000228734;859;0;0;1;0;0;0;0;4;0
ENSG00000125703;3116;203;216;206;238;180;230;218;184;227
ENSG00000228056;490;1;0;2;1;0;1;0;0;0
ENSG00000285041;2636;0;0;0;3;0;0;0;4;0
ENSG00000185839;690;2;2;4;1;5;7;4;0;3
ENSG00000285808;1065;0;0;2;1;0;1;1;5;1
ENSG00000236676;641;3;1;1;0;1;0;0;1;0
ENSG00000275678;2352;1249;262;831;763;557;756;746;660;832
ENSG00000229440;217;1;0;0;0;0;0;0;0;0
ENSG00000234144;226;0;0;0;1;0;0;0;0;1
ENSG00000226891;7863;54;123;170;114;220;241;59;61;7
ENSG00000213540;493;2;4;2;5;2;2;2;0;1
ENSG00000277670;263;0;0;0;1;0;0;0;0;0
ENSG00000227466;456;0;0;0;0;0;0;0;0;0
ENSG00000154007;1080;0;0;1;0;0;0;0;0;0
ENSG00000225242;235;0;0;1;0;0;0;0;0;0
ENSG00000230498;2086;6;3;11;12;10;6;0;2;0
ENSG00000229554;448;0;0;0;0;0;1;0;0;0
ENSG00000285851;2686;42;38;42;45;56;42;10;10;7
ENSG00000285782;761;1;1;0;1;0;0;0;0;0
ENSG00000162618;5798;53;87;145;70;65;93;158;92;154
ENSG00000224493;670;0;0;0;0;0;0;0;0;0
ENSG00000131233;2439;9;3;2;3;2;3;2;0;0
ENSG00000272371;456;1;6;4;6;12;4;8;1;0
ENSG00000287647;2059;5;3;0;2;2;1;1;0;11
ENSG00000229225;157;0;0;0;0;0;0;0;0;0
ENSG00000230863;2159;2;1;3;2;2;2;1;0;1
ENSG00000234383;1330;10;8;21;17;7;12;10;8;0
ENSG00000271576;1601;62;44;60;53;45;56;57;28;39
ENSG00000213560;556;1;0;5;6;3;1;7;2;1
ENSG00000153936;7426;1852;1189;2304;1379;1823;1804;1790;1241;1712
ENSG00000267734;746;8;5;14;18;11;6;9;7;6
ENSG00000287224;1416;2;0;0;2;0;0;2;3;1
ENSG00000225598;580;0;0;0;0;1;1;0;1;0
ENSG00000227883;242;0;0;1;0;0;0;0;0;0
ENSG00000174021;1128;215;289;302;279;249;333;459;441;539
ENSG00000084072;11124;717;761;883;626;662;734;1149;1385;1389
ENSG00000286455;1126;0;0;0;0;0;0;0;0;0
ENSG00000225087;2896;1;3;1;8;9;3;5;7;3
ENSG00000224986;1044;1;1;1;1;1;2;2;0;0
ENSG00000285374;1060;1;1;4;1;2;2;0;0;1
ENSG00000180488;10128;472;437;670;449;531;516;399;447;461
ENSG00000280378;1755;32;26;39;42;35;45;22;10;9
ENSG00000286863;6418;14;21;25;16;23;35;7;19;5
ENSG00000016490;3310;4;2;1;2;2;0;4;14;4
ENSG00000233595;412;0;1;0;0;0;0;0;0;0
ENSG00000188786;7989;679;502;666;621;670;672;734;830;444
ENSG00000117151;6934;303;215;283;246;227;293;317;254;220
ENSG00000162434;12620;2118;2301;2600;2533;2003;2417;3284;3521;2592
ENSG00000230053;368;0;1;1;1;0;2;6;0;2
ENSG00000137941;10547;435;292;528;355;136;335;331;143;184
ENSG00000273338;209;8;5;12;8;7;10;2;3;0
ENSG00000116717;1925;420;301;465;262;296;426;624;571;621
ENSG00000223720;651;0;0;0;1;0;0;0;1;0
ENSG00000224326;349;2;0;0;2;0;1;1;0;1
ENSG00000235002;397;1;2;0;0;0;0;1;2;0
ENSG00000286548;6245;6;4;11;7;6;16;4;7;6
ENSG00000137968;6299;7;18;8;22;10;18;7;9;0
ENSG00000066135;5184;778;571;734;666;756;709;676;778;825
ENSG00000230027;1312;1;5;0;0;0;0;2;7;0
ENSG00000233061;2921;6;1;2;2;1;1;0;0;0
ENSG00000272094;879;1;0;1;1;0;0;0;1;0
ENSG00000228853;534;0;0;0;0;0;0;0;0;0
ENSG00000215874;633;0;0;0;0;0;0;0;0;0
ENSG00000232453;2068;14;4;7;8;5;7;8;11;13
ENSG00000260386;3555;0;0;0;0;0;0;0;0;0
ENSG00000284895;81;0;0;0;0;0;0;0;0;0
ENSG00000117174;6203;499;413;522;402;454;495;409;397;404
ENSG00000237413;2481;1;0;1;1;1;0;0;3;0
ENSG00000184313;9088;134;91;97;85;138;82;16;31;7
ENSG00000224494;1150;3;0;1;3;2;1;0;0;0
ENSG00000284645;3304;0;0;0;0;0;0;0;1;0
ENSG00000225605;2097;3;2;0;0;0;0;2;1;0
ENSG00000226476;15496;5;12;14;16;2;11;2;9;2
ENSG00000234807;5017;20;25;14;18;13;21;14;23;13
ENSG00000225446;1842;3;3;3;0;1;1;0;2;0
ENSG00000288543;497;1;1;0;1;1;0;0;0;0
ENSG00000234683;350;1;0;0;0;0;0;0;0;0
ENSG00000122420;5764;35;19;48;8;9;18;7;6;5
ENSG00000284240;4926;0;1;0;0;2;1;1;1;2
ENSG00000267561;2013;1;2;2;2;6;4;0;1;0
ENSG00000236290;703;1;3;5;6;1;4;1;2;0
ENSG00000143013;5421;625;774;652;877;482;751;1617;1720;1360
ENSG00000226084;555;8;12;10;13;10;11;9;17;38
ENSG00000134748;5617;1507;1403;1800;1527;1658;1760;1634;1545;1622
ENSG00000097096;6405;73;134;119;177;213;125;100;96;15
ENSG00000142892;5514;441;431;535;384;458;521;414;362;554
ENSG00000242598;521;1;1;0;0;1;0;1;4;0
ENSG00000219102;1063;3;3;0;3;0;0;0;0;1
ENSG00000184005;7212;18;17;21;13;14;19;10;29;27
ENSG00000230953;175;92;32;92;49;69;62;26;12;2
ENSG00000287743;1672;0;3;7;3;7;3;8;15;8
ENSG00000229332;562;0;1;1;0;0;0;0;0;0
ENSG00000227937;382;0;0;0;0;0;0;0;0;0
ENSG00000229752;739;0;0;0;0;0;0;0;0;0
ENSG00000237505;16635;4;14;9;10;10;13;7;17;13
ENSG00000285462;1507;0;0;0;0;0;0;0;0;0
ENSG00000233216;322;2;2;0;1;1;1;0;0;0
ENSG00000197273;597;0;0;0;0;0;0;1;0;1
ENSG00000226804;1160;0;0;1;0;0;0;1;2;0
ENSG00000285325;1172;0;0;3;1;0;0;0;0;1
ENSG00000058804;4720;523;561;514;565;434;475;751;664;652
ENSG00000230728;623;21;12;12;20;15;18;5;0;2
ENSG00000162402;12023;2348;1855;2020;2131;2163;2189;1630;1421;875
ENSG00000232846;879;1;2;3;4;1;4;0;0;0
ENSG00000219201;921;74;6;13;7;34;40;0;2;37
ENSG00000287661;1861;0;0;0;0;1;0;2;2;0
ENSG00000230787;1111;0;1;0;0;0;1;0;0;0
ENSG00000116641;24890;1730;1438;1848;1796;1722;1528;1418;1702;1012
ENSG00000235927;2292;11;6;16;11;15;5;2;5;2
ENSG00000223920;715;1;0;1;1;1;0;4;1;0
ENSG00000237453;343;0;1;0;0;0;0;0;0;0
ENSG00000281207;4800;63;30;31;40;27;30;37;30;2
ENSG00000172260;13208;822;599;857;564;565;680;341;480;839
ENSG00000285473;716;1;0;0;0;0;0;0;0;0
ENSG00000237959;322;0;0;0;1;0;0;0;0;0
ENSG00000231364;1841;1;1;0;0;0;0;0;0;0
ENSG00000234578;470;0;0;0;0;0;0;0;0;0
ENSG00000185104;7549;619;731;632;768;682;734;828;1124;893
ENSG00000117480;2724;346;338;366;276;313;317;193;207;183
ENSG00000227960;343;1;0;0;1;0;0;0;0;0
ENSG00000137944;2196;535;716;851;415;493;850;520;624;565
ENSG00000237568;324;0;0;0;0;0;0;0;0;0
ENSG00000229505;736;0;0;0;1;1;0;0;0;0
ENSG00000228187;571;0;0;0;0;2;1;0;0;0
ENSG00000285201;441;0;0;0;0;0;1;0;0;0
ENSG00000182183;2684;13;6;12;7;7;7;11;25;16
ENSG00000236407;619;0;0;0;0;0;0;0;0;0
ENSG00000232284;3465;53;33;74;54;50;49;35;18;18
